player id, strength, wins, losses
208, 1.3215801375, 0,3
206, 2.99369295549, 3,3
210, 2.16764128758, 2,3
213, 1.4297295584, 1,3
216, 0.753436475111, 0,3
185, 2.58690020479, 6,3
212, 2.44524613787, 5,3
220, 2.2471850472, 4,3
215, 1.81882397182, 3,3
211, 1.7557122487, 2,3
219, 1.69630198008, 1,3
209, 2.13680305836, 5,3
218, 2.42132284441, 4,3
217, 1.63201992756, 3,3
224, 2.34574146659, 2,3
222, 2.12590510078, 1,3
223, 0.808060114618, 0,3
226, 2.11716443114, 2,3
227, 2.09736896842, 1,3
225, 1.70958225719, 0,3
231, 2.1297212137, 4,3
228, 1.86360131258, 3,3
232, 2.10465454838, 2,3
235, 2.39999340825, 1,3
237, 2.17331777483, 3,3
239, 1.96740527993, 2,3
240, 1.63109234434, 1,3
238, 1.7172202903, 0,3
51, 3.14471772756, 10,3
157, 3.28920342121, 9,3
207, 2.91798916114, 8,3
234, 3.03737312006, 7,3
204, 2.89412606479, 6,3
230, 2.46285264129, 5,3
236, 2.09279393132, 4,3
242, 1.81534885949, 3,3
243, 2.18546479391, 2,3
246, 1.3202661577, 1,3
248, 1.76136654073, 0,3
252, 2.33083094931, 7,3
214, 2.96780200301, 6,3
221, 2.46876858802, 5,3
244, 1.88604375145, 4,3
249, 2.01545311973, 3,3
245, 1.59124020383, 2,3
241, 1.00838842274, 1,3
200, 3.09705331227, 9,3
233, 3.11952660514, 8,3
156, 3.01937044859, 7,3
254, 2.84792543954, 6,3
229, 3.3493870064, 5,3
247, 2.24846216037, 4,3
255, 2.02279760369, 3,3
256, 1.53055980215, 2,3
253, 1.67564567489, 1,3
251, 1.52852059919, 0,3
261, 2.23298850183, 2,3
264, 1.58517009, 1,3
262, 1.60000213017, 0,3
259, 2.12464819441, 3,3
263, 2.40956770723, 2,3
266, 1.62968725322, 1,3
267, 2.90069339526, 4,3
260, 2.35048775691, 3,3
272, 1.78059793145, 2,3
269, 1.57234283827, 1,3
268, 1.0375939444, 0,3
273, 1.66145777351, 5,3
270, 2.08230414086, 4,3
271, 1.48296879495, 3,3
274, 1.59379825684, 2,3
279, 1.57629862013, 1,3
277, 1.29287687409, 0,3
278, 1.81532314745, 3,3
280, 1.53938981289, 2,3
276, 1.10189204742, 1,3
282, 2.083224012, 6,3
265, 2.32117666122, 5,3
283, 1.80314175074, 4,3
285, 1.90388627526, 3,3
288, 1.1932692846, 2,3
284, 1.89368753987, 1,3
287, 1.51250341956, 0,3
293, 1.371464645, 2,3
296, 1.26259117407, 1,3
295, 1.25280700419, 0,3
286, 2.32875098935, 4,3
289, 2.35758399073, 3,3
294, 1.55175769358, 2,3
298, 1.03948190348, 1,3
281, 2.11313120608, 5,3
299, 2.6615769348, 4,3
292, 1.46502893322, 3,3
303, 1.89366847857, 2,3
302, 1.59847796925, 1,3
300, 1.89527509852, 0,3
304, 2.23045848301, 3,3
306, 2.23566278871, 2,3
308, 2.16708470171, 1,3
307, 1.48003287544, 0,3
301, 2.55100660135, 8,3
258, 2.17646812547, 7,3
275, 1.74639446944, 6,3
311, 2.8140833085, 5,3
312, 2.71721240463, 4,3
309, 2.69229054077, 3,3
313, 2.47695568966, 2,3
314, 1.79777405512, 1,3
297, 2.88974691674, 6,3
310, 2.42900221155, 5,3
318, 1.92412464005, 4,3
305, 2.21708738906, 3,3
319, 1.31639011656, 2,3
317, 1.39487112815, 1,3
316, 1.08178787228, 0,3
322, 1.55315332924, 2,3
324, 1.61933729906, 1,3
323, 0.691034326756, 0,3
328, 2.54997822725, 4,3
329, 1.70598608337, 3,3
325, 1.52838255698, 2,3
327, 0.516974497538, 1,3
330, 2.13489187514, 5,3
333, 2.34245500929, 4,3
332, 1.61044303427, 3,3
331, 1.1758486428, 2,3
335, 0.900347894162, 1,3
336, 0.575987497763, 0,3
334, 2.80297718952, 3,3
339, 1.80307530483, 2,3
344, 0.827036190107, 1,3
338, 0.985141760359, 0,3
343, 2.13606934698, 4,3
342, 1.63873591944, 3,3
348, 1.64505730186, 2,3
346, 1.74638038446, 1,3
290, 3.13398149891, 7,3
352, 2.39220581461, 6,3
337, 2.77445005122, 5,3
341, 2.89736451163, 4,3
350, 2.17011416985, 3,3
349, 1.54656800742, 2,3
351, 1.26915005043, 1,3
347, 1.82271354138, 0,3
353, 1.76195494417, 2,3
358, 1.41509521632, 1,3
360, 1.35045229714, 0,3
250, 3.38580517625, 12,2
68, 3.42647293688, 11,3
182, 3.1161196198, 10,3
315, 3.06321028754, 9,3
345, 2.56130085314, 8,3
320, 2.31785263061, 7,3
326, 2.21137300061, 6,3
340, 2.76000166356, 5,3
361, 2.37846795857, 4,3
354, 1.65683971212, 3,3
364, 1.985090864, 2,3
355, 1.66364248542, 1,3
357, 1.80061249077, 3,3
365, 2.05003860258, 2,3
362, 1.24673205832, 1,3
367, 1.58832059944, 0,3
366, 2.51883385092, 4,3
371, 1.49395402113, 3,3
369, 1.23864427986, 2,3
373, 1.03229264332, 1,3
375, 1.32561979376, 0,3
368, 2.05196902319, 5,3
376, 1.67467992431, 4,3
372, 1.97787417425, 3,3
370, 1.5601159767, 2,3
377, 1.51969072693, 1,3
363, 2.47255043511, 6,3
379, 1.72180623762, 5,3
383, 1.85620290296, 4,3
374, 1.7210074194, 3,3
384, 1.64885351761, 2,3
382, 1.62861165314, 1,3
380, 1.35884950315, 0,3
390, 2.55006953374, 2,3
391, 1.87594184458, 1,3
392, 1.27935905955, 0,3
395, 2.66507149516, 3,3
389, 1.75000751283, 2,3
393, 1.96015390981, 1,3
356, 3.05814580516, 7,3
396, 2.3714870819, 6,3
381, 2.13282536311, 5,3
386, 2.59138276702, 4,3
385, 1.92185898962, 3,3
397, 1.37165262417, 2,3
394, 1.82965062464, 1,3
400, 1.16588081722, 0,3
398, 2.20407596077, 4,3
399, 2.32497753543, 3,3
408, 2.01178067044, 2,3
404, 2.73810048775, 1,3
406, 0.53581989944, 0,3
401, 2.18354668981, 3,3
405, 1.39445105788, 2,3
409, 1.6505655821, 1,3
378, 2.63079689261, 8,3
359, 2.71679606817, 7,3
402, 2.84573429317, 6,3
388, 2.73348520964, 5,3
410, 2.22225961458, 4,3
412, 1.77490623783, 3,3
416, 2.08549272716, 2,3
413, 1.83275485224, 1,3
411, 1.12646761025, 0,3
423, 2.29031183939, 2,3
421, 1.16654672577, 1,3
424, 1.62063477521, 0,3
403, 2.20360614904, 5,3
415, 2.89392722041, 4,3
420, 2.19438811986, 3,3
422, 1.31043450829, 2,3
417, 1.02329185499, 1,3
419, 2.62939373722, 4,3
418, 2.09107298406, 3,3
430, 1.63584423309, 2,3
432, 1.33780137073, 1,3
431, 1.12071233344, 0,3
426, 2.35406636507, 3,3
434, 1.88577433401, 2,3
438, 1.86662752123, 1,3
436, 1.64811006188, 0,3
427, 2.50129950662, 6,3
428, 2.2485686623, 5,3
429, 1.28073799588, 4,3
439, 1.95652031734, 3,3
444, 1.73576495528, 2,3
440, 1.61746665564, 1,3
257, 2.83402863227, 9,3
387, 2.75359042308, 8,3
407, 3.06022492638, 7,3
443, 3.08706914203, 6,3
433, 2.21384964214, 5,3
442, 2.81905198497, 4,3
448, 1.53352937754, 3,3
446, 1.01523167498, 2,3
441, 1.80665422104, 1,3
445, 0.828411744792, 0,3
456, 2.33626481673, 2,3
450, 2.11124325202, 1,3
453, 0.494149914045, 0,3
454, 1.99381824424, 5,3
447, 1.89556287473, 4,3
452, 2.15906076117, 3,3
451, 1.75818014569, 2,3
460, 1.69183301068, 1,3
449, 2.47733345247, 4,3
458, 1.7271607049, 3,3
463, 1.21648377973, 2,3
464, 2.0940954341, 1,3
459, 0.853573043605, 0,3
461, 2.68485302615, 3,3
466, 2.59030261746, 2,3
467, 2.76082145624, 1,3
468, 1.18208978062, 0,3
462, 2.80464532385, 6,3
470, 2.40664550638, 5,3
476, 2.51250100872, 4,3
475, 2.14629906377, 3,3
472, 1.45438377382, 2,3
471, 1.03036174313, 1,3
457, 2.87523839345, 5,3
479, 1.65720610329, 4,3
478, 2.17685821066, 3,3
474, 2.44360789137, 2,3
477, 1.42719307707, 1,3
473, 0.390677281231, 0,3
484, 1.82394224561, 2,3
488, 0.925382060463, 1,3
482, 1.43034500967, 0,3
480, 2.47254494103, 4,3
483, 1.96531324963, 3,3
486, 1.73019204466, 2,3
485, 1.88281338189, 1,3
492, 2.237474725, 3,3
495, 2.42835612296, 2,3
496, 1.82323867759, 1,3
490, 0.956948457226, 0,3
493, 2.44760466951, 7,3
469, 2.65514468226, 6,3
481, 3.0219560192, 5,3
487, 2.04881858276, 4,3
500, 1.79786628523, 3,3
498, 1.92249978956, 2,3
501, 1.53895705173, 1,3
502, 1.55484487793, 0,3
503, 2.56259775624, 8,3
455, 2.85541871007, 7,3
489, 2.25614602528, 6,3
505, 2.36718054367, 5,3
491, 2.11069887852, 4,3
497, 2.12361354141, 3,3
499, 1.93148414612, 2,3
506, 1.84812997485, 1,3
437, 3.0841259971, 10,3
291, 2.52068188061, 9,3
321, 2.56629854834, 8,3
425, 2.95297160012, 7,3
494, 3.22334524445, 6,3
504, 2.87055489542, 5,3
508, 2.56224834168, 4,3
507, 1.23846859629, 3,3
512, 1.42152626235, 2,3
511, 1.30681454179, 1,3
509, 0.65644387572, 0,3
513, 1.82264117282, 2,3
518, 2.51576704829, 1,3
520, 1.37328608207, 0,3
514, 2.30525115958, 3,3
521, 1.7860486865, 2,3
515, 1.52373093781, 1,3
524, 2.26628494149, 4,3
525, 1.74068948068, 3,3
522, 1.71918625315, 2,3
526, 1.29953872953, 1,3
527, 0.866063525261, 0,3
523, 2.11713227371, 5,3
517, 2.31876892247, 4,3
532, 2.27204255599, 3,3
530, 1.67777131522, 2,3
534, 1.37009084388, 1,3
529, 1.87508152329, 0,3
537, 1.74480840981, 3,3
536, 2.05254560945, 2,3
539, 2.36430883506, 1,3
528, 2.596202761, 6,3
531, 2.46115356355, 5,3
535, 2.15972743254, 4,3
540, 2.74912828615, 3,3
541, 1.3149974272, 2,3
538, 1.52150516204, 1,3
544, 1.39554020967, 0,3
546, 1.7254828595, 2,3
547, 1.64016224815, 1,3
548, 1.5054685041, 0,3
553, 2.03412271596, 4,3
549, 1.73378892452, 3,3
552, 1.54846465021, 2,3
554, 1.63229714602, 1,3
550, 2.43239589609, 5,3
545, 1.97344538593, 4,3
559, 1.75038725372, 3,3
558, 1.60991321321, 2,3
557, 1.56449982133, 1,3
555, 1.80865214733, 0,3
562, 2.6030147245, 3,3
564, 1.82470836422, 2,3
567, 1.76069723598, 1,3
561, 1.58101699516, 0,3
543, 2.92708785463, 7,3
542, 2.74483827949, 6,3
556, 1.97874890299, 5,3
560, 2.3301795437, 4,3
571, 1.94155282095, 3,3
569, 1.94482633086, 2,3
568, 1.63011650336, 1,3
551, 2.82009191202, 6,3
565, 2.75245629707, 5,3
563, 2.38001125173, 4,3
576, 1.68616410274, 3,3
575, 2.03747982211, 2,3
573, 1.31612196651, 1,3
572, 1.18533167189, 0,3
583, 2.08167440448, 2,3
578, 1.269098689, 1,3
584, 1.12382179152, 0,3
574, 2.00436055367, 4,3
582, 1.95427722747, 3,3
588, 2.00109160761, 2,3
579, 1.97208993817, 1,3
586, 2.27497696684, 5,3
591, 2.07723238973, 4,3
585, 2.07189238076, 3,3
592, 2.06854510841, 2,3
590, 1.66428536219, 1,3
587, 0.896673712548, 0,3
589, 1.90365670303, 3,3
597, 2.1227522442, 2,3
593, 1.3438183603, 1,3
596, 1.84089826036, 0,3
598, 2.2044798472, 4,3
594, 1.97687853279, 3,3
599, 1.45909109011, 2,3
600, 1.27218049112, 1,3
414, 3.16707758201, 12,2
510, 3.29791280793, 11,3
435, 3.37272925466, 10,3
533, 2.97033844506, 9,3
608, 2.51898479364, 8,3
566, 2.61802646079, 7,3
577, 2.17074561945, 6,3
601, 1.78278219851, 5,3
602, 1.82670846531, 4,3
607, 1.24811528975, 3,3
604, 1.75427526737, 2,3
605, 1.77632165889, 1,3
606, 1.29338274288, 0,3
612, 1.5637208806, 2,3
616, 1.49449108386, 1,3
615, 1.50858503663, 0,3
519, 2.88392319882, 8,3
581, 1.65834216042, 7,3
595, 2.16321453139, 6,3
603, 2.4896940599, 5,3
610, 2.25065446223, 4,3
609, 1.93033501926, 3,3
613, 1.89472301223, 2,3
617, 1.28944792336, 1,3
620, 1.72947923734, 3,3
622, 1.08506679368, 2,3
623, 1.63335570745, 1,3
619, 0.720833518963, 0,3
611, 1.53403842402, 4,3
621, 1.57986878237, 3,3
631, 1.85543038726, 2,3
625, 1.91347093159, 1,3
628, 0.724065471402, 0,3
627, 1.78862194287, 5,3
624, 1.80218960847, 4,3
630, 1.95326850355, 3,3
629, 1.63031593755, 2,3
634, 1.44461611755, 1,3
618, 1.80931414141, 6,3
637, 2.13387253669, 5,3
635, 1.76745342686, 4,3
640, 1.0313561407, 3,3
638, 1.70625540918, 2,3
633, 1.58212566734, 1,3
639, 1.40574816417, 0,3
644, 2.18574961162, 2,3
648, 1.91034502037, 1,3
642, 1.14720690595, 0,3
643, 2.11354030229, 3,3
649, 1.22670956617, 2,3
647, 1.47565907129, 1,3
626, 2.18795166979, 7,3
636, 1.87186470905, 6,3
632, 1.82061042221, 5,3
645, 2.48419352611, 4,3
650, 1.99279969672, 3,3
655, 1.39491107276, 2,3
652, 1.39435551112, 1,3
656, 1.63559396464, 0,3
653, 2.10976784727, 4,3
658, 2.03355354284, 3,3
660, 2.12784917494, 2,3
661, 1.42839123888, 1,3
663, 1.73196168908, 0,3
657, 2.26124458804, 3,3
667, 2.2706863126, 2,3
668, 1.90272471871, 1,3
614, 3.05634536817, 9,3
641, 2.66392117367, 8,3
646, 2.7188007966, 7,3
651, 2.17755664794, 6,3
654, 2.60839245579, 5,3
662, 2.47696232716, 4,3
665, 2.19352041915, 3,3
666, 1.61372386915, 2,3
671, 1.53891878717, 1,3
670, 1.28858359901, 0,3
679, 1.77166752155, 2,3
676, 2.16381733174, 1,3
674, 2.11650781266, 0,3
659, 2.39600932554, 5,3
678, 2.16538859051, 4,3
675, 2.1890333914, 3,3
684, 1.77481817489, 2,3
681, 1.32696381863, 1,3
673, 2.03121108617, 4,3
677, 1.97386601008, 3,3
683, 1.62493044564, 2,3
688, 2.05611243233, 1,3
682, 1.15374623898, 0,3
685, 2.14917320939, 3,3
695, 1.0370190917, 2,3
691, 1.61657276286, 1,3
696, 1.69798476561, 0,3
680, 2.75655316525, 6,3
687, 2.47941678397, 5,3
689, 1.83163352607, 4,3
693, 2.16098331671, 3,3
692, 1.41282170842, 2,3
697, 1.59972871078, 1,3
694, 2.28433894385, 7,3
690, 2.39198388888, 6,3
702, 2.38780847636, 5,3
700, 1.95744546723, 4,3
704, 2.19142278511, 3,3
698, 1.53166939833, 2,3
703, 1.12344697604, 1,3
701, 1.64294184633, 0,3
706, 1.54805400624, 2,3
711, 1.46979919479, 1,3
709, 1.50752949286, 0,3
699, 2.45508659497, 5,3
714, 2.20102724119, 4,3
710, 1.41200122697, 3,3
712, 1.56503161868, 2,3
716, 2.1368727754, 1,3
705, 1.72032161421, 4,3
718, 2.20505845862, 3,3
720, 1.61040118641, 2,3
719, 1.43757762801, 1,3
717, 2.15384937537, 0,3
724, 2.18033805003, 3,3
723, 1.89560898461, 2,3
727, 1.6080819336, 1,3
725, 0.996350457567, 0,3
713, 2.55784197539, 6,3
707, 2.29167091463, 5,3
729, 2.1639975237, 4,3
728, 2.31603411292, 3,3
721, 1.7920171089, 2,3
732, 1.61654241031, 1,3
722, 2.4783249295, 5,3
731, 1.80615334309, 4,3
735, 1.50308180184, 3,3
733, 1.58239652367, 2,3
734, 0.988383188774, 1,3
730, 1.33887976273, 0,3
739, 1.80813202403, 2,3
740, 1.75838880648, 1,3
741, 1.73071670931, 0,3
736, 1.53983911317, 4,3
743, 1.88529040379, 3,3
744, 1.85081443722, 2,3
737, 1.7693487648, 1,3
746, 2.30981328835, 3,3
747, 2.70285399617, 2,3
745, 1.94728395416, 1,3
749, 0.845303467081, 0,3
686, 2.46884609592, 8,3
752, 2.6633708325, 7,3
708, 2.50558538912, 6,3
748, 2.21238177076, 5,3
753, 2.43944401475, 4,3
751, 2.67676927685, 3,3
759, 1.74215402918, 2,3
755, 1.85145863505, 1,3
756, 1.72132832266, 0,3
570, 2.85232610746, 10,3
516, 3.0738263414, 9,3
750, 3.43859118395, 8,3
738, 2.72684874087, 7,3
715, 3.02965084552, 6,3
760, 2.57407024214, 5,3
757, 1.61496681734, 4,3
754, 1.83299749637, 3,3
763, 1.61344809038, 2,3
761, 1.305687867, 1,3
766, 2.50708929303, 7,3
758, 2.89869503182, 6,3
742, 3.01558099578, 5,3
765, 3.24923442591, 4,3
768, 2.47942044907, 3,3
764, 2.17491862373, 2,3
767, 2.1330738942, 1,3
762, 1.07811683013, 0,3
770, 1.46512760244, 2,3
774, 1.64729611938, 1,3
773, 1.15181883076, 0,3
769, 1.2820524794, 3,3
777, 2.01047823229, 2,3
772, 1.59170164989, 1,3
778, 1.88900228307, 4,3
780, 2.61659282777, 3,3
782, 1.47575476219, 2,3
784, 0.956960353418, 1,3
779, 0.674187896111, 0,3
783, 2.37512260435, 5,3
776, 2.49171592928, 4,3
781, 1.05610978732, 3,3
791, 1.47938646204, 2,3
786, 2.43041484744, 1,3
789, 1.7160033349, 0,3
794, 2.11155906762, 3,3
796, 2.27620734817, 2,3
785, 2.04075624015, 1,3
790, 2.0835460471, 6,3
771, 2.02169138979, 5,3
792, 2.37404875361, 4,3
793, 1.55595431043, 3,3
797, 1.70015128566, 2,3
798, 1.56493167874, 1,3
799, 0.586182044215, 0,3
805, 2.14414827237, 2,3
803, 2.24923328754, 1,3
807, 1.20646481509, 0,3
795, 2.51524608606, 4,3
806, 2.48716159533, 3,3
811, 2.0483339012, 2,3
801, 2.34038842384, 1,3
816, 1.70243273808, 5,3
802, 2.21138392348, 4,3
810, 2.33244344091, 3,3
813, 1.25439785123, 2,3
812, 1.47321428879, 1,3
815, 1.00708296138, 0,3
818, 1.88984458257, 3,3
823, 2.79364676197, 2,3
819, 1.58693668535, 1,3
822, 1.94151518938, 0,3
669, 2.68431627036, 9,3
775, 2.80677077133, 8,3
800, 2.21346356053, 7,3
788, 2.81358632512, 6,3
808, 2.21495864045, 5,3
814, 1.2540983363, 4,3
817, 2.26206247979, 3,3
825, 2.23882226922, 2,3
828, 0.738621347071, 1,3
820, 2.22426159019, 6,3
824, 2.27694097839, 5,3
830, 2.45880456171, 4,3
826, 1.87701643685, 3,3
831, 2.27768683003, 2,3
829, 1.56478761523, 1,3
827, 0.894749772612, 0,3
839, 1.66279909348, 2,3
835, 2.13165467367, 1,3
833, 0.801738249639, 0,3
832, 2.0358656175, 4,3
834, 2.70774321149, 3,3
840, 1.76557654984, 2,3
841, 1.87758652496, 1,3
836, 2.63184308376, 5,3
842, 2.26903877269, 4,3
843, 2.12169378516, 3,3
848, 1.86631333088, 2,3
847, 2.25149989485, 1,3
844, 1.72577841084, 0,3
849, 1.95552441784, 3,3
851, 2.43782305454, 2,3
856, 1.61306039733, 1,3
854, 1.33294589915, 0,3
846, 2.29587796436, 4,3
852, 1.99901995654, 3,3
855, 1.67524440884, 2,3
857, 2.04971340132, 1,3
804, 3.00313622159, 8,3
809, 2.78450856303, 7,3
838, 3.07080659344, 6,3
837, 2.32584517189, 5,3
858, 2.63939314788, 4,3
859, 1.61126654363, 3,3
864, 1.2908281514, 2,3
863, 1.60536798467, 1,3
862, 0.732949082427, 0,3
865, 1.85362402244, 2,3
870, 1.9367899906, 1,3
871, 0.958744433372, 0,3
860, 2.85158091173, 7,3
861, 2.25145591114, 6,3
853, 2.25853492971, 5,3
868, 1.98740498858, 4,3
872, 1.99902150914, 3,3
874, 2.10589470738, 2,3
866, 1.96666818128, 1,3
869, 2.06151172605, 3,3
879, 1.83149082147, 2,3
877, 1.32619816564, 1,3
875, 1.32192916861, 0,3
881, 2.5157850472, 4,3
880, 2.09325055567, 3,3
883, 1.51813559958, 2,3
885, 1.37959547469, 1,3
888, 0.925600249382, 0,3
878, 2.25154169523, 5,3
882, 2.65556966497, 4,3
886, 1.69050266557, 3,3
884, 2.10966630659, 2,3
890, 2.00832988734, 1,3
867, 2.45491246385, 6,3
896, 2.01691046311, 5,3
887, 1.95515871707, 4,3
892, 2.03137754106, 3,3
893, 1.97444798644, 2,3
895, 2.10655954358, 1,3
894, 0.674794284245, 0,3
904, 2.7622679399, 2,3
899, 1.90743956778, 1,3
901, 2.16720910737, 0,3
902, 2.3921806477, 3,3
907, 2.06318161807, 2,3
908, 2.49666931189, 1,3
672, 3.40993621463, 12,2
821, 3.30654853744, 11,3
726, 3.15320525639, 10,3
850, 2.14469404688, 9,3
873, 2.45521938959, 8,3
898, 2.74660532997, 7,3
891, 2.39322868264, 6,3
889, 1.84902445113, 5,3
903, 2.44844538363, 4,3
906, 2.21309113558, 3,3
909, 1.97649700154, 2,3
910, 1.47734957189, 1,3
912, 0.723282385965, 0,3
905, 2.01874150715, 4,3
914, 2.19441962241, 3,3
917, 2.00149422794, 2,3
913, 1.79631607038, 1,3
920, 1.60344686977, 0,3
915, 2.14996924069, 3,3
923, 1.36324494239, 2,3
921, 1.33163994304, 1,3
919, 2.28717228175, 7,3
897, 2.64189858733, 6,3
900, 2.29079666426, 5,3
918, 2.26144402942, 4,3
926, 1.7295575818, 3,3
928, 2.22240044355, 2,3
925, 1.1044461604, 1,3
927, 0.802421064958, 0,3
935, 1.70253014446, 2,3
932, 1.77707949789, 1,3
931, 1.87326181156, 0,3
922, 2.10280219771, 5,3
924, 1.4678147903, 4,3
929, 1.96024572621, 3,3
933, 2.48653751908, 2,3
936, 1.76312727785, 1,3
937, 2.10801490442, 4,3
943, 1.64605913709, 3,3
941, 1.54253122459, 2,3
940, 1.96913231096, 1,3
944, 1.07126826656, 0,3
945, 1.83130795184, 3,3
952, 1.73377162996, 2,3
948, 1.56585322438, 1,3
